20130101,2013-01-01,01-01-2013,01-01-2013,01,st,Tuesday,2,3,0,0,1,1,1,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,1,1,New Year's Day,1,New Year's Day
20130102,2013-01-02,02-01-2013,01-02-2013,01,nd,Wednesday,3,4,0,0,2,1,1,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,1,New Year Holiday [Scotland]
20130103,2013-01-03,03-01-2013,01-03-2013,01,rd,Thursday,4,5,0,0,3,1,1,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130104,2013-01-04,04-01-2013,01-04-2013,01,th,Friday,5,6,0,0,4,1,1,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130105,2013-01-05,05-01-2013,01-05-2013,01,th,Saturday,6,7,0,0,5,1,1,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,0,,0,
20130106,2013-01-06,06-01-2013,01-06-2013,01,th,Sunday,7,1,1,0,6,1,1,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,0,,0,
20130107,2013-01-07,07-01-2013,01-07-2013,01,th,Monday,1,2,1,1,7,2,2,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130108,2013-01-08,08-01-2013,01-08-2013,01,th,Tuesday,2,3,1,1,8,2,2,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130109,2013-01-09,09-01-2013,01-09-2013,01,th,Wednesday,3,4,1,1,9,2,2,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130110,2013-01-10,10-01-2013,01-10-2013,01,th,Thursday,4,5,1,1,10,2,2,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130111,2013-01-11,11-01-2013,01-11-2013,01,th,Friday,5,6,1,1,11,2,2,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130112,2013-01-12,12-01-2013,01-12-2013,01,th,Saturday,6,7,1,1,12,2,2,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,0,,0,
20130113,2013-01-13,13-01-2013,01-13-2013,01,th,Sunday,7,1,2,1,13,2,2,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,0,,0,
20130114,2013-01-14,14-01-2013,01-14-2013,01,th,Monday,1,2,2,2,14,3,3,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130115,2013-01-15,15-01-2013,01-15-2013,01,th,Tuesday,2,3,2,2,15,3,3,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130116,2013-01-16,16-01-2013,01-16-2013,01,th,Wednesday,3,4,2,2,16,3,3,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130117,2013-01-17,17-01-2013,01-17-2013,01,th,Thursday,4,5,2,2,17,3,3,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130118,2013-01-18,18-01-2013,01-18-2013,01,th,Friday,5,6,2,2,18,3,3,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130119,2013-01-19,19-01-2013,01-19-2013,01,th,Saturday,6,7,2,2,19,3,3,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,0,,0,
20130120,2013-01-20,20-01-2013,01-20-2013,01,th,Sunday,7,1,3,2,20,3,3,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,0,,0,
20130121,2013-01-21,21-01-2013,01-21-2013,01,st,Monday,1,2,3,3,21,4,4,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,1,1,"Martin Luther King, Jr. Day",0,
20130122,2013-01-22,22-01-2013,01-22-2013,01,nd,Tuesday,2,3,3,3,22,4,4,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130123,2013-01-23,23-01-2013,01-23-2013,01,rd,Wednesday,3,4,3,3,23,4,4,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130124,2013-01-24,24-01-2013,01-24-2013,01,th,Thursday,4,5,3,3,24,4,4,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130125,2013-01-25,25-01-2013,01-25-2013,01,th,Friday,5,6,3,3,25,4,4,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130126,2013-01-26,26-01-2013,01-26-2013,01,th,Saturday,6,7,3,3,26,4,4,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,0,,0,
20130127,2013-01-27,27-01-2013,01-27-2013,01,th,Sunday,7,1,4,3,27,4,4,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,0,,0,
20130128,2013-01-28,28-01-2013,01-28-2013,01,th,Monday,1,2,4,4,28,5,5,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130129,2013-01-29,29-01-2013,01-29-2013,01,th,Tuesday,2,3,4,4,29,5,5,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130130,2013-01-30,30-01-2013,01-30-2013,01,th,Wednesday,3,4,4,4,30,5,5,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130131,2013-01-31,31-01-2013,01-31-2013,01,st,Thursday,4,5,4,4,31,5,5,1,January,2013,Jan-2013,012013,2013-01-01,2013-01-31,2013-01-01,2013-12-31,0,1,,0,
20130201,2013-02-01,01-02-2013,02-01-2013,02,st,Friday,5,6,0,4,32,1,5,2,February,2013,Feb-2013,022013,2013-02-01,2013-02-28,2013-01-01,2013-12-31,0,1,,0,
20130202,2013-02-02,02-02-2013,02-02-2013,02,nd,Saturday,6,7,0,4,33,1,5,2,February,2013,Feb-2013,022013,2013-02-01,2013-02-28,2013-01-01,2013-12-31,0,0,,0,
20130203,2013-02-03,03-02-2013,02-03-2013,02,rd,Sunday,7,1,1,4,34,1,5,2,February,2013,Feb-2013,022013,2013-02-01,2013-02-28,2013-01-01,2013-12-31,0,0,,0,
20130204,2013-02-04,04-02-2013,02-04-2013,02,th,Monday,1,2,1,5,35,2,6,2,February,2013,Feb-2013,022013,2013-02-01,2013-02-28,2013-01-01,2013-12-31,0,1,,0,
20130205,2013-02-05,05-02-2013,02-05-2013,02,th,Tuesday,2,3,1,5,36,2,6,2,February,2013,Feb-2013,022013,2013-02-01,2013-02-28,2013-01-01,2013-12-31,0,1,,0,
20130206,2013-02-06,06-02-2013,02-06-2013,02,th,Wednesday,3,4,1,5,37,2,6,2,February,2013,Feb-2013,022013,2013-02-01,2013-02-28,2013-01-01,2013-12-31,0,1,,0,
20130207,2013-02-07,07-02-2013,02-07-2013,02,th,Thursday,4,5,1,5,38,2,6,2,February,2013,Feb-2013,022013,2013-02-01,2013-02-28,2013-01-01,2013-12-31,0,1,,0,
20130208,2013-02-08,08-02-2013,02-08-2013,02,th,Friday,5,6,1,5,39,2,6,2,February,2013,Feb-2013,022013,2013-02-01,2013-02-28,2013-01-01,2013-12-31,0,1,,0,
20130209,2013-02-09,09-02-2013,02-09-2013,02,th,Saturday,6,7,1,5,40,2,6,2,February,2013,Feb-2013,022013,2013-02-01,2013-02-28,2013-01-01,2013-12-31,0,0,,0,
20130210,2013-02-10,10-02-2013,02-10-2013,02,th,Sunday,7,1,2,5,41,2,6,2,February,2013,Feb-2013,022013,2013-02-01,2013-02-28,2013-01-01,2013-12-31,0,0,,0,
20130211,2013-02-11,11-02-2013,02-11-2013,02,th,Monday,1,2,2,6,42,3,7,2,February,2013,Feb-2013,022013,2013-02-01,2013-02-28,2013-01-01,2013-12-31,0,1,,0,
20130212,2013-02-12,12-02-2013,02-12-2013,02,th,Tuesday,2,3,2,6,43,3,7,2,February,2013,Feb-2013,022013,2013-02-01,2013-02-28,2013-01-01,2013-12-31,0,1,,0,
20130213,2013-02-13,13-02-2013,02-13-2013,02,th,Wednesday,3,4,2,6,44,3,7,2,February,2013,Feb-2013,022013,2013-02-01,2013-02-28,2013-01-01,2013-12-31,0,1,,0,
20130214,2013-02-14,14-02-2013,02-14-2013,02,th,Thursday,4,5,2,6,45,3,7,2,February,2013,Feb-2013,022013,2013-02-01,2013-02-28,2013-01-01,2013-12-31,0,1,,0,
20130215,2013-02-15,15-02-2013,02-15-2013,02,th,Friday,5,6,2,6,46,3,7,2,February,2013,Feb-2013,022013,2013-02-01,2013-02-28,2013-01-01,2013-12-31,0,1,,0,
